ies_name	ies_ret	ies+	ies-
IESPGM.PTET51.1.261.8091	0.7143	10	4
IESPGM.PTET51.1.261.8200	0.7391	17	6
IESPGM.PTET51.1.261.8857	1.0000	15	0
IESPGM.PTET51.1.261.9057	0.9375	15	1
IESPGM.PTET51.1.261.9431	0.8800	22	3
IESPGM.PTET51.1.324.222	0.5200	13	12
IESPGM.PTET51.1.324.326	0.9375	15	1
IESPGM.PTET51.1.324.921	1.0000	14	0
IESPGM.PTET51.1.194.874	0.7273	24	9
IESPGM.PTET51.1.194.2323	0.6667	24	12
IESPGM.PTET51.1.194.2333	0.6170	29	18
IESPGM.PTET51.1.194.3065	0.4545	10	12
IESPGM.PTET51.1.194.3119	0.5556	10	8
IESPGM.PTET51.1.194.3461	0.8974	35	4
IESPGM.PTET51.1.194.3481	0.9375	30	2
IESPGM.PTET51.1.194.4584	0.7353	25	9
IESPGM.PTET51.1.194.4852	0.5000	40	40
IESPGM.PTET51.1.194.5220	0.0000	0	24
IESPGM.PTET51.1.194.5249	0.0952	2	19
IESPGM.PTET51.1.194.6085	0.7500	15	5
IESPGM.PTET51.1.194.8587	0.6923	18	8
IESPGM.PTET51.1.194.8597	0.6786	19	9
IESPGM.PTET51.1.194.9329	0.7368	14	5
IESPGM.PTET51.1.194.9383	0.7143	15	6
IESPGM.PTET51.1.194.9725	0.6429	18	10
IESPGM.PTET51.1.194.9745	0.8571	18	3
IESPGM.PTET51.1.194.10848	0	0	0
IESPGM.PTET51.1.194.13019	0.6667	10	5
IESPGM.PTET51.1.194.16000	0.4500	18	22
IESPGM.PTET51.1.194.17395	0.2766	13	34
IESPGM.PTET51.1.194.17611	0.5500	11	9
IESPGM.PTET51.1.194.18087	0.5714	16	12
IESPGM.PTET51.1.194.23142	0.2500	2	6
IESPGM.PTET51.1.113.6069	0.3143	11	24
IESPGM.PTET51.1.113.8125	0.4615	12	14
IESPGM.PTET51.1.113.9781	0.7250	29	11
IESPGM.PTET51.1.113.11916	0.6818	15	7
IESPGM.PTET51.1.113.12015	0.4615	18	21
IESPGM.PTET51.1.113.12145	0.6744	29	14
IESPGM.PTET51.1.113.12270	0.5763	34	25
IESPGM.PTET51.1.113.12394	0.2340	11	36
IESPGM.PTET51.1.113.12523	0.6296	17	10
IESPGM.PTET51.1.113.12656	0.6875	22	10
IESPGM.PTET51.1.113.14143	0.6000	24	16
IESPGM.PTET51.1.113.15140	0.4468	21	26
IESPGM.PTET51.1.113.15173	0.1714	6	29
IESPGM.PTET51.1.113.15714	0.3803	27	44
IESPGM.PTET51.1.113.15869	0.5238	22	20
IESPGM.PTET51.1.113.16117	0.2273	5	17
IESPGM.PTET51.1.113.16178	0.6047	26	17
IESPGM.PTET51.1.113.17016	0.0145	1	68
IESPGM.PTET51.1.113.17712	0.3333	16	32
IESPGM.PTET51.1.113.18489	0.1489	7	40
IESPGM.PTET51.1.113.19874	0.3158	24	52
IESPGM.PTET51.1.113.21815	0.6800	51	24
IESPGM.PTET51.1.113.22662	0.3220	19	40
IESPGM.PTET51.1.113.24193	0.4348	20	26
IESPGM.PTET51.1.113.24226	0.5738	35	26
IESPGM.PTET51.1.113.24579	0.4750	19	21
IESPGM.PTET51.1.113.24664	0.6471	22	12
IESPGM.PTET51.1.113.25770	0.8378	31	6
IESPGM.PTET51.1.113.26207	0.6000	18	12
IESPGM.PTET51.1.113.26972	0.8000	28	7
IESPGM.PTET51.1.113.28527	0.5091	28	27
IESPGM.PTET51.1.113.29326	0.8333	25	5
IESPGM.PTET51.1.113.32830	0.7407	40	14
IESPGM.PTET51.1.113.33725	0.3333	21	42
IESPGM.PTET51.1.113.34776	0.7292	35	13
IESPGM.PTET51.1.113.35625	0.3788	25	41
IESPGM.PTET51.1.113.36492	0.3137	16	35
IESPGM.PTET51.1.113.37554	0.2778	5	13
IESPGM.PTET51.1.113.38013	0.2444	11	34
IESPGM.PTET51.1.113.39239	0.1754	10	47
IESPGM.PTET51.1.113.40540	0.2414	7	22
IESPGM.PTET51.1.113.41109	0.4444	12	15
IESPGM.PTET51.1.113.44626	0.5769	15	11
IESPGM.PTET51.1.113.47334	0.2889	13	32
IESPGM.PTET51.1.113.47621	0.3333	19	38
IESPGM.PTET51.1.113.47832	0.3016	19	44
IESPGM.PTET51.1.113.49614	0.3387	21	41
IESPGM.PTET51.1.113.51642	0.2115	11	41
IESPGM.PTET51.1.113.54706	0.2742	17	45
IESPGM.PTET51.1.113.54978	0.5179	29	27
IESPGM.PTET51.1.113.55188	0.3784	14	23
IESPGM.PTET51.1.113.55397	0.4286	21	28
IESPGM.PTET51.1.113.55971	0.4127	26	37
IESPGM.PTET51.1.113.56355	0.5325	41	36
IESPGM.PTET51.1.113.56429	0.4412	15	19
IESPGM.PTET51.1.113.58503	0.4444	20	25
IESPGM.PTET51.1.113.62078	0.2857	14	35
IESPGM.PTET51.1.113.62308	0.4000	2	3
IESPGM.PTET51.1.113.62821	0.8000	16	4
IESPGM.PTET51.1.113.66885	0.5932	35	24
IESPGM.PTET51.1.113.67092	0.4082	20	29
IESPGM.PTET51.1.113.68926	0.3889	28	44
IESPGM.PTET51.1.113.69704	0.4706	8	9
IESPGM.PTET51.1.113.69859	0.3214	27	57
IESPGM.PTET51.1.113.69919	0.2879	19	47
IESPGM.PTET51.1.113.70306	0.3827	31	50
IESPGM.PTET51.1.113.70339	0.2658	21	58
IESPGM.PTET51.1.113.70861	0.4884	21	22
IESPGM.PTET51.1.113.74282	0.2963	16	38
IESPGM.PTET51.1.113.74502	0.2553	12	35
IESPGM.PTET51.1.113.81914	0.6071	17	11
IESPGM.PTET51.1.113.82557	0.3393	19	37
IESPGM.PTET51.1.113.82588	0.3273	18	37
IESPGM.PTET51.1.113.85141	0.3214	9	19
IESPGM.PTET51.1.113.89453	0.5714	24	18
IESPGM.PTET51.1.113.92694	0.2836	19	48
IESPGM.PTET51.1.113.92946	0.5111	23	22
IESPGM.PTET51.1.113.93590	0.3947	15	23
IESPGM.PTET51.1.113.94430	0.4324	16	21
IESPGM.PTET51.1.113.94946	0.3559	21	38
IESPGM.PTET51.1.113.96157	0.4154	27	38
IESPGM.PTET51.1.113.96213	0.3968	25	38
IESPGM.PTET51.1.113.100069	0.8286	29	6
IESPGM.PTET51.1.113.100573	0.1961	10	41
IESPGM.PTET51.1.113.103448	0.5405	40	34
IESPGM.PTET51.1.113.106532	0.5161	16	15
IESPGM.PTET51.1.113.108206	0.5349	23	20
IESPGM.PTET51.1.113.109858	0.5897	23	16
IESPGM.PTET51.1.113.111241	0.5192	27	25
IESPGM.PTET51.1.113.112463	0.5306	26	23
IESPGM.PTET51.1.113.113386	0.3000	12	28
IESPGM.PTET51.1.113.115964	0.6053	23	15
IESPGM.PTET51.1.113.117147	0.4098	25	36
IESPGM.PTET51.1.113.120063	0.4423	23	29
IESPGM.PTET51.1.113.120625	0.7727	34	10
IESPGM.PTET51.1.113.131054	0.5319	25	22
IESPGM.PTET51.1.113.133603	0.4600	23	27
IESPGM.PTET51.1.113.134146	0.2453	13	40
IESPGM.PTET51.1.113.134970	0.4545	15	18
IESPGM.PTET51.1.113.136737	0.4615	12	14
IESPGM.PTET51.1.113.138024	0.8000	40	10
IESPGM.PTET51.1.113.141999	0.9216	47	4
IESPGM.PTET51.1.113.144966	0.5294	27	24
IESPGM.PTET51.1.113.145062	0.6061	20	13
IESPGM.PTET51.1.113.147016	0.9265	63	5
IESPGM.PTET51.1.113.147255	0.5088	29	28
IESPGM.PTET51.1.113.147543	0.2727	6	16
IESPGM.PTET51.1.113.148865	0.8929	25	3
IESPGM.PTET51.1.113.150098	0.3333	7	14
IESPGM.PTET51.1.113.151251	0.4375	21	27
IESPGM.PTET51.1.113.156488	0.5714	16	12
IESPGM.PTET51.1.113.161280	0.8767	64	9
IESPGM.PTET51.1.113.168532	0.2941	15	36
IESPGM.PTET51.1.113.172507	0.4630	25	29
IESPGM.PTET51.1.113.172894	0.1364	3	19
IESPGM.PTET51.1.113.175156	0.5652	13	10
IESPGM.PTET51.1.113.175886	0.2581	8	23
IESPGM.PTET51.1.113.176679	0.3623	25	44
IESPGM.PTET51.1.113.177832	0.1277	6	41
IESPGM.PTET51.1.113.178054	0.2364	13	42
IESPGM.PTET51.1.113.182319	0.3804	35	57
IESPGM.PTET51.1.113.183794	0.5465	47	39
IESPGM.PTET51.1.113.185746	0.2500	12	36
IESPGM.PTET51.1.113.186367	0.2600	13	37
IESPGM.PTET51.1.113.187355	0.4500	36	44
IESPGM.PTET51.1.113.188482	0.1231	8	57
IESPGM.PTET51.1.113.188979	0.4400	22	28
IESPGM.PTET51.1.113.189352	0.1224	6	43
IESPGM.PTET51.1.113.190660	0.3559	21	38
IESPGM.PTET51.1.113.190824	0.2292	11	37
IESPGM.PTET51.1.113.191722	0.3889	28	44
IESPGM.PTET51.1.113.194550	0.5789	11	8
IESPGM.PTET51.1.113.195385	0.6889	31	14
IESPGM.PTET51.1.113.196802	0.1190	5	37
IESPGM.PTET51.1.113.197916	0.2000	5	20
IESPGM.PTET51.1.113.206414	0.0000	0	17
IESPGM.PTET51.1.113.210370	0.3000	27	63
IESPGM.PTET51.1.113.211039	0.2105	8	30
IESPGM.PTET51.1.113.212828	0.3878	19	30
IESPGM.PTET51.1.113.215931	0.2000	9	36
IESPGM.PTET51.1.113.219741	0.8000	8	2
IESPGM.PTET51.1.113.222049	0.3929	11	17
IESPGM.PTET51.1.113.223564	0.1842	7	31
IESPGM.PTET51.1.113.225273	0.2807	16	41
IESPGM.PTET51.1.113.226875	0.3636	12	21
IESPGM.PTET51.1.113.228385	0.2903	18	44
IESPGM.PTET51.1.113.230245	0.3023	13	30
IESPGM.PTET51.1.113.230738	0.3860	44	70
IESPGM.PTET51.1.113.231318	0.7273	24	9
IESPGM.PTET51.1.113.239174	0.3333	12	24
IESPGM.PTET51.1.113.243870	0.4615	12	14
IESPGM.PTET51.1.113.246764	0.5686	29	22
IESPGM.PTET51.1.113.252338	0.1273	7	48
IESPGM.PTET51.1.113.258911	0.0417	1	23
IESPGM.PTET51.1.113.260184	0.1176	6	45
IESPGM.PTET51.1.113.262199	0.3846	15	24
IESPGM.PTET51.1.113.265433	0.5362	37	32
IESPGM.PTET51.1.113.265919	0.6585	27	14
IESPGM.PTET51.1.113.268806	0.5200	26	24
IESPGM.PTET51.1.113.271412	0.3462	18	34
IESPGM.PTET51.1.113.274586	0.3000	6	14
IESPGM.PTET51.1.113.276169	0.5714	36	27
IESPGM.PTET51.1.113.276360	0.6769	44	21
IESPGM.PTET51.1.113.280972	0.2857	16	40
IESPGM.PTET51.1.113.285744	0.3667	11	19
IESPGM.PTET51.1.113.286742	0.5000	20	20
IESPGM.PTET51.1.113.289020	0.4286	12	16
IESPGM.PTET51.1.533.1006	0.1364	3	19
IESPGM.PTET51.1.507.157	0.4643	13	15
IESPGM.PTET51.1.507.287	0.6667	12	6
IESPGM.PTET51.1.507.412	1.0000	3	0
IESPGM.PTET51.1.155.6533	0.3636	24	42
IESPGM.PTET51.1.155.10966	0.4375	14	18
IESPGM.PTET51.1.155.12762	0.2340	11	36
IESPGM.PTET51.1.155.17852	0.1500	3	17
IESPGM.PTET51.1.155.23568	0.3864	17	27
IESPGM.PTET51.1.155.24321	0.2500	8	24
IESPGM.PTET51.1.155.24727	0.4524	19	23
IESPGM.PTET51.1.155.24945	0.4091	9	13
IESPGM.PTET51.1.155.25010	0.5000	21	21
IESPGM.PTET51.1.155.25141	0.4667	21	24
IESPGM.PTET51.1.155.25319	0.3929	11	17
IESPGM.PTET51.1.155.25341	0.4483	13	16
IESPGM.PTET51.1.155.25359	0.5357	15	13
IESPGM.PTET51.1.155.25902	0.4167	20	28
IESPGM.PTET51.1.155.26275	0.2045	9	35
IESPGM.PTET51.1.155.26437	0.4412	30	38
IESPGM.PTET51.1.155.35990	0.3750	9	15
IESPGM.PTET51.1.155.40875	0.2941	20	48
IESPGM.PTET51.1.155.42456	0.2234	21	73
IESPGM.PTET51.1.155.44938	0.5094	27	26
IESPGM.PTET51.1.155.47603	0.6176	21	13
IESPGM.PTET51.1.155.48394	0.2771	23	60
IESPGM.PTET51.1.155.53053	0.6429	9	5
IESPGM.PTET51.1.155.53455	0.2459	15	46
IESPGM.PTET51.1.155.56317	0.4000	20	30
IESPGM.PTET51.1.155.56602	0.5000	11	11
IESPGM.PTET51.1.155.62958	0.5172	15	14
IESPGM.PTET51.1.155.65099	0.5075	34	33
IESPGM.PTET51.1.155.66382	0.1250	6	42
IESPGM.PTET51.1.155.67677	0.2295	14	47
IESPGM.PTET51.1.155.71148	0.5385	21	18
IESPGM.PTET51.1.155.72250	0.3333	11	22
IESPGM.PTET51.1.155.73788	0.4333	13	17
IESPGM.PTET51.1.155.73897	0.2623	16	45
IESPGM.PTET51.1.155.75059	0.1613	5	26
IESPGM.PTET51.1.155.77861	0.1000	1	9
IESPGM.PTET51.1.155.80402	0.4808	25	27
IESPGM.PTET51.1.155.80886	0.1579	9	48
IESPGM.PTET51.1.155.82870	0.8095	17	4
IESPGM.PTET51.1.155.83301	0.2111	19	71
IESPGM.PTET51.1.155.83325	0.1781	13	60
IESPGM.PTET51.1.155.84993	0.2667	12	33
IESPGM.PTET51.1.155.85790	0.3088	21	47
IESPGM.PTET51.1.155.86027	0.6897	20	9
IESPGM.PTET51.1.155.87353	0.5278	19	17
IESPGM.PTET51.1.155.87512	0.5500	11	9
IESPGM.PTET51.1.155.90296	0.2000	7	28
IESPGM.PTET51.1.155.94257	0.0000	0	12
IESPGM.PTET51.1.155.94402	0.4000	2	3
IESPGM.PTET51.1.155.97982	0.6364	14	8
IESPGM.PTET51.1.155.98746	0.2791	12	31
IESPGM.PTET51.1.155.99396	0.4773	21	23
IESPGM.PTET51.1.155.102061	0.4035	23	34
IESPGM.PTET51.1.155.102661	0.0722	7	90
IESPGM.PTET51.1.155.104309	0.6667	10	5
IESPGM.PTET51.1.155.105224	0.4896	47	49
IESPGM.PTET51.1.155.107138	0.4545	25	30
IESPGM.PTET51.1.155.107601	0.5167	31	29
IESPGM.PTET51.1.155.108175	1.0000	9	0
IESPGM.PTET51.1.155.108315	0.7391	17	6
IESPGM.PTET51.1.155.108526	0.5882	20	14
IESPGM.PTET51.1.155.109071	0.5000	18	18
IESPGM.PTET51.1.155.111620	0.3684	21	36
IESPGM.PTET51.1.155.112078	0.4054	30	44
IESPGM.PTET51.1.155.112637	0.6585	27	14
IESPGM.PTET51.1.155.113063	0.3220	19	40
IESPGM.PTET51.1.155.113546	0.3415	14	27
IESPGM.PTET51.1.155.115054	0.3380	24	47
IESPGM.PTET51.1.155.116356	0.3544	28	51
IESPGM.PTET51.1.155.118791	0.3448	20	38
IESPGM.PTET51.1.155.119133	0.8636	19	3
IESPGM.PTET51.1.155.121577	0.3000	9	21
IESPGM.PTET51.1.155.122538	0.5000	14	14
IESPGM.PTET51.1.155.122894	0.2273	10	34
IESPGM.PTET51.1.155.123859	0.4000	8	12
IESPGM.PTET51.1.155.125965	0.3261	15	31
IESPGM.PTET51.1.155.126720	0.2941	5	12
IESPGM.PTET51.1.155.126794	0.0938	3	29
IESPGM.PTET51.1.155.127195	0.5806	18	13
IESPGM.PTET51.1.155.128497	0.5231	34	31
IESPGM.PTET51.1.155.128632	0.4872	19	20
IESPGM.PTET51.1.155.131534	0.5714	40	30
IESPGM.PTET51.1.155.131990	0.2656	17	47
IESPGM.PTET51.1.155.132880	0.4146	17	24
IESPGM.PTET51.1.155.140874	0.8333	5	1
IESPGM.PTET51.1.155.140970	0.6216	23	14
IESPGM.PTET51.1.155.145116	0.2188	14	50
IESPGM.PTET51.1.155.146705	0.5217	12	11
IESPGM.PTET51.1.155.148220	0.1977	17	69
IESPGM.PTET51.1.155.149466	0.3913	18	28
IESPGM.PTET51.1.155.149812	0.8125	13	3
IESPGM.PTET51.1.155.149908	0.2812	18	46
IESPGM.PTET51.1.155.150271	0.2308	12	40
IESPGM.PTET51.1.155.151943	0.2049	25	97
IESPGM.PTET51.1.155.154519	0.4314	22	29
IESPGM.PTET51.1.155.155792	0.4026	31	46
IESPGM.PTET51.1.155.156420	0.3333	11	22
IESPGM.PTET51.1.155.156824	0.4769	31	34
IESPGM.PTET51.1.155.156867	0.4444	36	45
IESPGM.PTET51.1.155.158094	0.1818	10	45
IESPGM.PTET51.1.155.158378	0.1852	10	44
IESPGM.PTET51.1.155.158960	0.1707	7	34
IESPGM.PTET51.1.155.158967	0.2128	10	37
IESPGM.PTET51.1.155.159099	0.3016	19	44
IESPGM.PTET51.1.155.159516	0.2143	15	55
IESPGM.PTET51.1.155.163799	0.3684	7	12
IESPGM.PTET51.1.155.167442	0.4167	20	28
IESPGM.PTET51.1.155.167855	0.3750	21	35
IESPGM.PTET51.1.155.168393	0.4043	19	28
IESPGM.PTET51.1.155.170063	0.3684	7	12
IESPGM.PTET51.1.155.170249	0.3704	10	17
IESPGM.PTET51.1.155.170294	0.6190	13	8
IESPGM.PTET51.1.155.173683	0.4074	11	16
IESPGM.PTET51.1.155.177072	0.0606	4	62
IESPGM.PTET51.1.155.177180	0.3261	15	31
IESPGM.PTET51.1.155.177411	0.1477	13	75
IESPGM.PTET51.1.155.180790	0.2911	23	56
IESPGM.PTET51.1.155.180816	0.3026	23	53
IESPGM.PTET51.1.155.180864	0.3284	22	45
IESPGM.PTET51.1.155.181684	0.2500	17	51
IESPGM.PTET51.1.155.181980	0.3833	23	37
IESPGM.PTET51.1.155.182457	0.3684	7	12
IESPGM.PTET51.1.155.183099	0.4928	34	35
IESPGM.PTET51.1.155.183724	0.1538	4	22
IESPGM.PTET51.1.155.186821	0.3200	8	17
IESPGM.PTET51.1.155.187039	0.4255	20	27
IESPGM.PTET51.1.155.188761	0.3585	19	34
IESPGM.PTET51.1.155.189714	0.4808	25	27
IESPGM.PTET51.1.155.190114	0.4386	25	32
IESPGM.PTET51.1.155.192164	0.6182	34	21
IESPGM.PTET51.1.155.192313	0.4839	15	16
IESPGM.PTET51.1.155.193849	0.3962	21	32
IESPGM.PTET51.1.155.194530	0.4643	26	30
IESPGM.PTET51.1.155.196674	0.5278	19	17
IESPGM.PTET51.1.155.197602	0.6538	17	9
IESPGM.PTET51.1.155.202303	0.4688	15	17
IESPGM.PTET51.1.155.203192	0.7692	10	3
IESPGM.PTET51.1.155.203743	0.3750	9	15
IESPGM.PTET51.1.155.203878	0.3846	10	16
IESPGM.PTET51.1.155.204659	0.4211	16	22
IESPGM.PTET51.1.155.205234	0.7179	28	11
IESPGM.PTET51.1.155.205746	1.0000	40	0
IESPGM.PTET51.1.155.209430	0.5094	27	26
IESPGM.PTET51.1.155.210172	0.0000	0	45
IESPGM.PTET51.1.155.210232	0.0000	0	47
IESPGM.PTET51.1.155.210571	0.2759	8	21
IESPGM.PTET51.1.155.211807	0.7576	25	8
IESPGM.PTET51.1.155.215671	0.4405	37	47
IESPGM.PTET51.1.155.216183	0.2500	17	51
IESPGM.PTET51.1.155.216740	0.2321	13	43
IESPGM.PTET51.1.155.218936	0.9722	35	1
IESPGM.PTET51.1.155.219830	0.7273	24	9
IESPGM.PTET51.1.155.221438	0.0000	0	13
IESPGM.PTET51.1.155.221722	0.5833	7	5
IESPGM.PTET51.1.71.2376	0.3462	18	34
IESPGM.PTET51.1.71.2700	0.2500	6	18
IESPGM.PTET51.1.71.3885	0.2069	6	23
IESPGM.PTET51.1.71.4066	0.1176	4	30
IESPGM.PTET51.1.71.4172	0.2759	8	21
IESPGM.PTET51.1.71.4480	0.4444	12	15
IESPGM.PTET51.1.71.6007	0.4783	11	12
IESPGM.PTET51.1.71.6516	0.2564	10	29
IESPGM.PTET51.1.71.6575	0.3962	21	32
IESPGM.PTET51.1.71.6765	0.2045	9	35
IESPGM.PTET51.1.71.7101	0.6000	12	8
IESPGM.PTET51.1.71.7369	0.6071	17	11
IESPGM.PTET51.1.71.7925	0.4231	11	15
IESPGM.PTET51.1.71.8491	0.6250	5	3
IESPGM.PTET51.1.71.8600	0.3448	10	19
IESPGM.PTET51.1.71.9257	0.7188	23	9
IESPGM.PTET51.1.71.9457	0.4737	18	20
IESPGM.PTET51.1.71.11790	0.0000	0	36
IESPGM.PTET51.1.71.13164	0.3889	14	22
IESPGM.PTET51.1.71.17165	0.4375	7	9
IESPGM.PTET51.1.71.21423	0.3810	16	26
IESPGM.PTET51.1.71.25785	0.7391	17	6
IESPGM.PTET51.1.71.28492	0.1053	4	34
IESPGM.PTET51.1.71.31872	0.3000	12	28
IESPGM.PTET51.1.71.32252	0.1167	7	53
IESPGM.PTET51.1.71.34337	0.4906	26	27
IESPGM.PTET51.1.71.37600	0.1034	3	26
IESPGM.PTET51.1.71.38634	0.0984	6	55
IESPGM.PTET51.1.71.39915	0.3500	14	26
IESPGM.PTET51.1.71.44841	0.4286	15	20
IESPGM.PTET51.1.71.49672	0.3833	23	37
IESPGM.PTET51.1.71.50039	0.2778	10	26
IESPGM.PTET51.1.71.50847	0.2581	8	23
IESPGM.PTET51.1.71.51613	0.3030	10	23
IESPGM.PTET51.1.71.52093	0.2222	2	7
IESPGM.PTET51.1.71.52301	0.5238	11	10
IESPGM.PTET51.1.71.53491	0.1429	7	42
IESPGM.PTET51.1.71.54635	0.1111	4	32
IESPGM.PTET51.1.71.54649	0.0000	0	18
IESPGM.PTET51.1.71.56366	0.4074	22	32
IESPGM.PTET51.1.71.56905	0.3636	12	21
IESPGM.PTET51.1.71.60253	0.7143	10	4
IESPGM.PTET51.1.71.60273	0.8000	4	1
IESPGM.PTET51.1.71.62044	0.4043	19	28
IESPGM.PTET51.1.71.62329	0.2973	22	52
IESPGM.PTET51.1.71.63570	0.1731	9	43
IESPGM.PTET51.1.71.65512	0.2708	13	35
IESPGM.PTET51.1.71.66562	0.3239	23	48
IESPGM.PTET51.1.71.69767	0.3485	23	43
IESPGM.PTET51.1.71.71347	0.0577	3	49
IESPGM.PTET51.1.71.73299	0.1951	8	33
IESPGM.PTET51.1.71.73679	0.5000	11	11
IESPGM.PTET51.1.71.76696	0.1818	6	27
IESPGM.PTET51.1.71.76906	0.4921	31	32
IESPGM.PTET51.1.71.77628	0.5833	21	15
IESPGM.PTET51.1.71.80235	0.4000	6	9
IESPGM.PTET51.1.71.80663	0.4151	22	31
IESPGM.PTET51.1.71.81650	0.3019	16	37
IESPGM.PTET51.1.71.84242	0.2600	13	37
IESPGM.PTET51.1.71.85860	0.2281	13	44
IESPGM.PTET51.1.71.86079	0.5556	30	24
IESPGM.PTET51.1.71.88727	0.1636	9	46
IESPGM.PTET51.1.71.89380	0.2188	14	50
IESPGM.PTET51.1.71.89463	0.4318	19	25
IESPGM.PTET51.1.71.90012	0.2692	14	38
IESPGM.PTET51.1.71.90235	0.2043	19	74
IESPGM.PTET51.1.71.90514	0.3226	20	42
IESPGM.PTET51.1.71.90811	0.4839	30	32
IESPGM.PTET51.1.71.91443	0.2394	17	54
IESPGM.PTET51.1.71.92149	0.1667	9	45
IESPGM.PTET51.1.71.92565	0.4286	24	32
IESPGM.PTET51.1.71.93652	0.2586	15	43
IESPGM.PTET51.1.71.94492	0.4286	3	4
IESPGM.PTET51.1.71.101793	0.3158	6	13
IESPGM.PTET51.1.71.104243	0.2667	20	55
IESPGM.PTET51.1.71.106261	0.1452	9	53
IESPGM.PTET51.1.71.106524	0.2281	13	44
IESPGM.PTET51.1.71.106742	0.5574	34	27
IESPGM.PTET51.1.71.110080	0.3816	29	47
IESPGM.PTET51.1.71.111413	0.3158	12	26
IESPGM.PTET51.1.71.111797	0.3947	15	23
IESPGM.PTET51.1.71.113048	0.3333	18	36
IESPGM.PTET51.1.71.113528	0.3421	13	25
IESPGM.PTET51.1.71.117042	0.5263	10	9
IESPGM.PTET51.1.71.117675	0.2404	25	79
IESPGM.PTET51.1.71.122911	0.1875	3	13
IESPGM.PTET51.1.71.124040	0.2679	15	41
IESPGM.PTET51.1.71.125524	0.4000	22	33
IESPGM.PTET51.1.71.126529	0.1111	6	48
IESPGM.PTET51.1.71.126548	0.1489	7	40
IESPGM.PTET51.1.71.126760	0.3529	6	11
IESPGM.PTET51.1.71.126822	0.7778	7	2
IESPGM.PTET51.1.71.128679	0.3947	15	23
IESPGM.PTET51.1.71.128789	0.1724	10	48
IESPGM.PTET51.1.71.129436	0.2895	11	27
IESPGM.PTET51.1.71.129443	0.1071	3	25
IESPGM.PTET51.1.71.135440	0.6571	23	12
IESPGM.PTET51.1.71.136653	0.1111	6	48
IESPGM.PTET51.1.71.138362	0.5217	12	11
IESPGM.PTET51.1.71.139509	0.0968	3	28
IESPGM.PTET51.1.71.140232	0.4722	17	19
IESPGM.PTET51.1.71.144174	0.2000	12	48
IESPGM.PTET51.1.71.148730	0.3333	7	14
IESPGM.PTET51.1.71.150927	0.5349	23	20
IESPGM.PTET51.1.71.151643	0.0645	2	29
IESPGM.PTET51.1.71.152106	0.3333	13	26
IESPGM.PTET51.1.71.153070	0.2951	18	43
IESPGM.PTET51.1.71.153951	0.3333	14	28
IESPGM.PTET51.1.71.156085	0.4865	18	19
IESPGM.PTET51.1.71.156754	0.0000	0	40
IESPGM.PTET51.1.71.158887	0.3125	5	11
IESPGM.PTET51.1.71.159318	0.4000	10	15
IESPGM.PTET51.1.71.160371	0.4308	28	37
IESPGM.PTET51.1.71.161525	0.3833	23	37
IESPGM.PTET51.1.71.162260	0.1333	6	39
IESPGM.PTET51.1.71.163366	0.3171	13	28
IESPGM.PTET51.1.71.164473	0.4651	20	23
IESPGM.PTET51.1.71.164779	0.8750	14	2
IESPGM.PTET51.1.71.165945	0.4444	16	20
IESPGM.PTET51.1.71.167530	0.3333	21	42
IESPGM.PTET51.1.71.168462	0.3256	14	29
IESPGM.PTET51.1.71.172370	0.5667	17	13
IESPGM.PTET51.1.71.175413	0.2821	11	28
IESPGM.PTET51.1.71.176824	0.4615	30	35
IESPGM.PTET51.1.71.179142	0.3519	19	35
IESPGM.PTET51.1.71.179568	0.1942	27	112
IESPGM.PTET51.1.71.181567	0.2626	26	73
IESPGM.PTET51.1.71.183222	0.3571	30	54
IESPGM.PTET51.1.71.183664	0.5476	23	19
IESPGM.PTET51.1.71.184407	0.0526	3	54
IESPGM.PTET51.1.71.185670	0.2222	4	14
IESPGM.PTET51.1.71.186020	0.5254	31	28
IESPGM.PTET51.1.71.186194	0.2821	11	28
IESPGM.PTET51.1.71.190691	0.1719	11	53
IESPGM.PTET51.1.71.191177	0.3750	15	25
IESPGM.PTET51.1.71.191509	0.4483	26	32
IESPGM.PTET51.1.71.193225	0.3889	21	33
IESPGM.PTET51.1.71.195715	0.5385	7	6
IESPGM.PTET51.1.71.198584	0.9444	34	2
IESPGM.PTET51.1.71.200674	0.6531	32	17
IESPGM.PTET51.1.71.202210	0.7500	15	5
IESPGM.PTET51.1.71.203810	0.1600	8	42
IESPGM.PTET51.1.71.204004	0.3030	10	23
IESPGM.PTET51.1.71.207400	0.1143	4	31
IESPGM.PTET51.1.71.208419	0.6000	24	16
IESPGM.PTET51.1.71.210595	0.5532	26	21
IESPGM.PTET51.1.71.211893	0.4839	15	16
IESPGM.PTET51.1.71.218348	0.5000	10	10
IESPGM.PTET51.1.71.220471	0.5556	20	16
IESPGM.PTET51.1.71.222709	0.7857	33	9
IESPGM.PTET51.1.71.223111	0.8571	24	4
IESPGM.PTET51.1.71.229153	0.4082	20	29
IESPGM.PTET51.1.71.233220	0.0645	2	29
IESPGM.PTET51.1.71.234238	0.2609	6	17
IESPGM.PTET51.1.71.235298	0.4528	24	29
IESPGM.PTET51.1.71.236105	0.0364	2	53
IESPGM.PTET51.1.71.236630	0.5556	20	16
IESPGM.PTET51.1.71.236815	0.3333	21	42
IESPGM.PTET51.1.71.237083	0.2667	16	44
IESPGM.PTET51.1.71.239502	0.4800	24	26
